x,y,geometry,k_rechov,t_rechov,english_name
34.775942,32.043016,POINT (34.775942 32.043016),3000,בן צבי,BEN ZVI
34.790511,32.048682,POINT (34.790511 32.048682),4038,פלטיאל,PALTIEL
34.763766,32.059672,POINT (34.763766 32.059672),3358,אולשן יצחק,OLSHAN YITZHAK
34.751994,32.053219,POINT (34.751994 32.053219),0,0,UKNOWN
34.760143,32.048298,POINT (34.760143 32.048298),3245,אור החיים,OR HAHAYIM
34.789032,32.053351,POINT (34.789032 32.053351),626,יציאת אירופה,YETSIAT EUROPA
34.801452,32.113287,POINT (34.801452 32.113287),941,לבנון חיים,LEBANON HAYIM
34.776654,32.058814,POINT (34.776654 32.058814),35,לוינסקי,ELHANAN EIB LEVINSKY
34.78807,32.095029,POINT (34.78807 32.095029),491,שלומציון המלכה,SHLOMTZION
34.837879,32.114946,POINT (34.837879 32.114946),914,הגולן,HAGOLAN
34.813123,32.051733,POINT (34.813123 32.051733),4195,ליבנה אליעזר,LIVNEH
34.767466,32.057058,POINT (34.767466 32.057058),3374,אברבנאל,ABARVANEL
34.793166,32.069779,POINT (34.793166 32.069779),54,בגין מנחם,BEGIN MENAHEM
34.799548,32.056125,POINT (34.799548 32.056125),1010,בית אורן,BEYT OREN
34.795777,32.088379,POINT (34.795777 32.088379),800,נמיר מרדכי,NAMIR
34.792993,32.049091,POINT (34.792993 32.049091),4038,פלטיאל,PALTIEL
34.800637,32.094541,POINT (34.800637 32.094541),1224,עוזיאל,USIEL
34.798247,32.051032,POINT (34.798247 32.051032),4082,מנחם מדמון,MENAHEM MADMON
34.792525,32.080185,POINT (34.792525 32.080185),756,התאנה,HAT'EENA
34.76689,32.062834,POINT (34.76689 32.062834),453,"איל""ן",ILAN
34.794684,32.058348,POINT (34.794684 32.058348),1010,בית אורן,BEYT OREN
34.81582,32.107094,POINT (34.81582 32.107094),804,רפידים,REFIDIM
34.752067,32.053435,POINT (34.752067 32.053435),0,0,UKNOWN
34.775002,32.094365,POINT (34.775002 32.094365),25,בן יהודה,BEN-YEHUDA
34.762904,32.047552,POINT (34.762904 32.047552),3245,אור החיים,OR HAHAYIM
34.840829,32.12133,POINT (34.840829 32.12133),2073,פילדלפיה,PHILADELPHIA
34.78987,32.095322,POINT (34.78987 32.095322),491,שלומציון המלכה,SHLOMTZION
34.799132,32.112972,POINT (34.799132 32.112972),2024,בארט אהרון,BARTH
34.779205,32.085948,POINT (34.779205 32.085948),265,אמסטרדם,AMSTERDAM
34.766831,32.077609,POINT (34.766831 32.077609),27,הירקון,HAYARKON
34.788136,32.065775,POINT (34.788136 32.065775),54,בגין מנחם,BEGIN MENAHEM
34.81332,32.05015,POINT (34.81332 32.05015),4195,ליבנה אליעזר,LIVNEH
34.76045,32.061894,POINT (34.76045 32.061894),453,"איל""ן",ILAN
34.770603,32.057298,POINT (34.770603 32.057298),3374,אברבנאל,ABARVANEL
34.80136,32.07696,POINT (34.80136 32.07696),720,נהלל,NAHALAL
34.80051,32.049232,POINT (34.80051 32.049232),4082,מנחם מדמון,MENAHEM MADMON
34.775361,32.088915,POINT (34.775361 32.088915),194,ז'בוטינסקי,JABOTINSKY
34.792288,32.049832,POINT (34.792288 32.049832),4038,פלטיאל,PALTIEL
34.773376,32.072511,POINT (34.773376 32.072511),362,ברוק,BRUK
34.818995,32.118691,POINT (34.818995 32.118691),2125,המאירי אביגדור,HAMME'IRI
34.800929,32.050638,POINT (34.800929 32.050638),4082,מנחם מדמון,MENAHEM MADMON
34.766349,32.069431,POINT (34.766349 32.069431),453,"איל""ן",ILAN
34.82466,32.10877,POINT (34.82466 32.10877),2151,מינץ בנימין,MINTZ
34.794511,32.129365,POINT (34.794511 32.129365),2141,בן יוסף שלמה,BEN YOSEF
34.778757,32.066331,POINT (34.778757 32.066331),1102,צקלג,TSIKLAG
34.822861,32.118248,POINT (34.822861 32.118248),2173,אנכי,ANOKHY
34.777606,32.090834,POINT (34.777606 32.090834),236,זנגביל,ZANGWILL
34.771451,32.076209,POINT (34.771451 32.076209),88,פינסקר,PINSKER
34.835268,32.114576,POINT (34.835268 32.114576),911,הראל,HAR'EL
34.811975,32.051757,POINT (34.811975 32.051757),4155,4155,4155
34.776984,32.075237,POINT (34.776984 32.075237),347,שפירא צבי הרמן,SHAPIRA HERMAN
34.76057,32.060375,POINT (34.76057 32.060375),3358,אולשן יצחק,OLSHAN YITZHAK
34.776001,32.049098,POINT (34.776001 32.049098),3786,התנופה,HATNUPHA
34.78189,32.064793,POINT (34.78189 32.064793),1102,צקלג,TSIKLAG
34.770357,32.088759,POINT (34.770357 32.088759),1241,פרי אליעזר,ELIEZER PERI
34.767863,32.062579,POINT (34.767863 32.062579),453,"איל""ן",ILAN
34.795668,32.056849,POINT (34.795668 32.056849),647,לוחמי גליפולי,LOHAME GALLIPOLI
34.80308,32.122863,POINT (34.80308 32.122863),2221,רוזין יהושע,ROZIN YEHOSHUA
34.776284,32.06483,POINT (34.776284 32.06483),8,רוטשילד,ROTHSHILD
34.779993,32.089797,POINT (34.779993 32.089797),230,אשתורי הפרחי,ASHTORI HA-PARHI
34.800189,32.061587,POINT (34.800189 32.061587),635,לה גוארדיה,LA-GUARDIA
34.797751,32.070805,POINT (34.797751 32.070805),709,עין זיתים,EYN ZEYTIM
34.79885,32.11051,POINT (34.79885 32.11051),990,צמחי היהודים,TSIMHEY HAYEHUDIM
34.80457,32.120059,POINT (34.80457 32.120059),955,קוממיות,KOMEMUYUT
34.759643,32.060024,POINT (34.759643 32.060024),3358,אולשן יצחק,OLSHAN YITZHAK
34.808226,32.052575,POINT (34.808226 32.052575),4155,4155,4155
34.832085,32.109946,POINT (34.832085 32.109946),915,הרוגי מלכות,HARUGEY MALKHOT
34.789179,32.05002,POINT (34.789179 32.05002),4017,התקוה,HATIKVA
34.771579,32.058249,POINT (34.771579 32.058249),35,לוינסקי,ELHANAN EIB LEVINSKY
34.794353,32.046354,POINT (34.794353 32.046354),3689,מלקוש,MALKOSH
34.802868,32.120937,POINT (34.802868 32.120937),960,מניה וישראל,SHOHAT
34.790864,32.052697,POINT (34.790864 32.052697),4017,התקוה,HATIKVA
34.752469,32.045729,POINT (34.752469 32.045729),0,0,UKNOWN
34.770781,32.064845,POINT (34.770781 32.064845),364,הר סיני,HAR SINAI
34.806423,32.055121,POINT (34.806423 32.055121),635,לה גוארדיה,LA-GUARDIA
34.773482,32.061678,POINT (34.773482 32.061678),8,רוטשילד,ROTHSHILD
34.793421,32.043913,POINT (34.793421 32.043913),4183,בדולח,BEDOLAH
34.799205,32.119333,POINT (34.799205 32.119333),2083,אופנהיימר,OPPENHEIMER
34.801807,32.044545,POINT (34.801807 32.044545),0,0,UKNOWN
34.808222,32.048743,POINT (34.808222 32.048743),4146,ששת הימים,SHESHET HAYAMIM
34.79216,32.077792,POINT (34.79216 32.077792),54,בגין מנחם,BEGIN MENAHEM
34.796463,32.066162,POINT (34.796463 32.066162),637,יד לבנים,YAD LABANIM
34.774895,32.057517,POINT (34.774895 32.057517),35,לוינסקי,ELHANAN EIB LEVINSKY
34.829684,32.125221,POINT (34.829684 32.125221),2002,אבוקה,AVUQA
34.779831,32.071964,POINT (34.779831 32.071964),8,רוטשילד,ROTHSHILD
34.803231,32.122845,POINT (34.803231 32.122845),2221,רוזין יהושע,ROZIN YEHOSHUA
34.783775,32.054818,POINT (34.783775 32.054818),375,יון מצולה,YEVEN METSULA
34.756984,32.047125,POINT (34.756984 32.047125),3245,אור החיים,OR HAHAYIM
34.793055,32.047434,POINT (34.793055 32.047434),4827,4827,4827
34.790645,32.106248,POINT (34.790645 32.106248),2106,אשכול לוי,LEVI ESHKOL
34.78119,32.047114,POINT (34.78119 32.047114),3590,כוכבי יצחק,KOCHVEY YITZCHK
34.779913,32.081344,POINT (34.779913 32.081344),99,גורדון יהודה ליב,GORDON
34.793493,32.089106,POINT (34.793493 32.089106),1093,דנין יחזקאל,YEHEZKEL DANIN
34.783554,32.066005,POINT (34.783554 32.066005),1102,צקלג,TSIKLAG
34.748489,32.046282,POINT (34.748489 32.046282),0,0,UKNOWN
34.792512,32.063769,POINT (34.792512 32.063769),637,יד לבנים,YAD LABANIM
34.802957,32.118111,POINT (34.802957 32.118111),960,מניה וישראל,SHOHAT
34.795473,32.108219,POINT (34.795473 32.108219),997,נח מרדכי עמנואל,NO'AH
34.800014,32.09666,POINT (34.800014 32.09666),601,תוספתא,TOSEFTA
34.843546,32.120402,POINT (34.843546 32.120402),2073,פילדלפיה,PHILADELPHIA
34.781047,32.059961,POINT (34.781047 32.059961),400,הר ציון,HAR TSIYON
34.81345,32.115741,POINT (34.81345 32.115741),815,אוגרית,OGARIT
34.804701,32.117815,POINT (34.804701 32.117815),964,קלצ'קין,KLATZKIN
34.833617,32.116522,POINT (34.833617 32.116522),807,משמר הירדן,MISHMAR HAYARDEN
34.787385,32.082567,POINT (34.787385 32.082567),193,ארלוזורוב,ARLOZOROV
34.842099,32.116619,POINT (34.842099 32.116619),2074,הצנחנים,HA-ZANHANIM
34.778739,32.065577,POINT (34.778739 32.065577),54,בגין מנחם,BEGIN MENAHEM
34.841982,32.110522,POINT (34.841982 32.110522),2184,2184,2184
34.767562,32.070975,POINT (34.767562 32.070975),88,פינסקר,PINSKER
34.797163,32.105606,POINT (34.797163 32.105606),985,ברודצקי,BRODETCKY
34.828706,32.123927,POINT (34.828706 32.123927),978,עיר שמש,IR SHEMESH
34.794435,32.056789,POINT (34.794435 32.056789),647,לוחמי גליפולי,LOHAME GALLIPOLI
34.842331,32.119051,POINT (34.842331 32.119051),2073,פילדלפיה,PHILADELPHIA
34.789468,32.112148,POINT (34.789468 32.112148),2106,אשכול לוי,LEVI ESHKOL
34.790201,32.045564,POINT (34.790201 32.045564),3672,חירותנו,HERUTENU
34.756215,32.044265,POINT (34.756215 32.044265),3245,אור החיים,OR HAHAYIM
34.795132,32.056453,POINT (34.795132 32.056453),647,לוחמי גליפולי,LOHAME GALLIPOLI
34.777536,32.06333,POINT (34.777536 32.06333),54,בגין מנחם,BEGIN MENAHEM
34.758117,32.04729,POINT (34.758117 32.04729),3245,אור החיים,OR HAHAYIM
34.771596,32.059719,POINT (34.771596 32.059719),35,לוינסקי,ELHANAN EIB LEVINSKY
34.785163,32.059327,POINT (34.785163 32.059327),625,החותרים,HACHOTRIM
34.800591,32.0963,POINT (34.800591 32.0963),1224,עוזיאל,USIEL
34.825362,32.107121,POINT (34.825362 32.107121),2130,שיטרית בכור,SHITREET
34.79084,32.043036,POINT (34.79084 32.043036),3688,אב,AV
34.79889,32.091735,POINT (34.79889 32.091735),451,הרב גורן שלמה,RABBI SHLOMO GOREN
34.767256,32.07918,POINT (34.767256 32.07918),27,הירקון,HAYARKON
34.751451,32.049598,POINT (34.751451 32.049598),0,0,UKNOWN
34.7902,32.058255,POINT (34.7902 32.058255),537,המעפילים,HAMA'APILIM
34.774115,32.062342,POINT (34.774115 32.062342),8,רוטשילד,ROTHSHILD
34.794925,32.04959,POINT (34.794925 32.04959),4827,4827,4827
34.769332,32.072047,POINT (34.769332 32.072047),83,ברנשטיין כהן,BERNSTEIN COHEN
34.765702,32.054892,POINT (34.765702 32.054892),3374,אברבנאל,ABARVANEL
34.772706,32.067242,POINT (34.772706 32.067242),14,"מזא""ה",MAZEH
34.792225,32.104307,POINT (34.792225 32.104307),800,נמיר מרדכי,NAMIR
34.772991,32.089474,POINT (34.772991 32.089474),243,ויתקין,VITKIN
34.749877,32.045646,POINT (34.749877 32.045646),0,0,UKNOWN
34.823477,32.120616,POINT (34.823477 32.120616),2173,אנכי,ANOKHY
34.760188,32.048586,POINT (34.760188 32.048586),3245,אור החיים,OR HAHAYIM
34.790054,32.108756,POINT (34.790054 32.108756),2112,האוזנר דב,HAUSNER
34.787141,32.100828,POINT (34.787141 32.100828),2117,גלילי ישראל,GALILI
34.773941,32.068782,POINT (34.773941 32.068782),60,יוחנן הסנדלר,YOHANAN HASANDLAR
34.798292,32.107519,POINT (34.798292 32.107519),985,ברודצקי,BRODETCKY
34.798429,32.11652,POINT (34.798429 32.11652),2150,טאגור,
34.825694,32.111156,POINT (34.825694 32.111156),827,קהילת יאסי,KEHILAT YASSI
34.783608,32.116519,POINT (34.783608 32.116519),2222,ארצי יצחק,ARTZI ITZHAK
34.774451,32.06473,POINT (34.774451 32.06473),8,רוטשילד,ROTHSHILD
34.820199,32.122361,POINT (34.820199 32.122361),801,בני אפרים,BNEY EFRAYIM
34.775118,32.082042,POINT (34.775118 32.082042),301,גוטליב,GOTTLIEB
34.823521,32.124654,POINT (34.823521 32.124654),2003,"יוגב כרמי ד""ר",YOGEV KARMI DR.
34.827136,32.121611,POINT (34.827136 32.121611),2003,"יוגב כרמי ד""ר",YOGEV KARMI DR.
34.806466,32.120459,POINT (34.806466 32.120459),953,עלומים,ALUMIM
34.832282,32.107808,POINT (34.832282 32.107808),914,הגולן,HAGOLAN
34.775973,32.089242,POINT (34.775973 32.089242),194,ז'בוטינסקי,JABOTINSKY
34.777824,32.072784,POINT (34.777824 32.072784),8,רוטשילד,ROTHSHILD
34.79757,32.061528,POINT (34.79757 32.061528),1115,1115,1115
34.783744,32.096916,POINT (34.783744 32.096916),477,בני דן,BNEI DAN
34.800024,32.065827,POINT (34.800024 32.065827),1115,1115,1115
34.818246,32.109263,POINT (34.818246 32.109263),819,הדר יוסף,HADAR YOSEF
34.803319,32.051778,POINT (34.803319 32.051778),4082,מנחם מדמון,MENAHEM MADMON
34.758725,32.05902,POINT (34.758725 32.05902),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.835327,32.124318,POINT (34.835327 32.124318),885,יהונתן,YEHONATAN
34.771261,32.092822,POINT (34.771261 32.092822),220,נחשון,NAHSHON
34.79143,32.101569,POINT (34.79143 32.101569),800,נמיר מרדכי,NAMIR
34.77403,32.064908,POINT (34.77403 32.064908),8,רוטשילד,ROTHSHILD
34.766676,32.057883,POINT (34.766676 32.057883),3374,אברבנאל,ABARVANEL
34.775971,32.069186,POINT (34.775971 32.069186),60,יוחנן הסנדלר,YOHANAN HASANDLAR
34.805147,32.058831,POINT (34.805147 32.058831),635,לה גוארדיה,LA-GUARDIA
34.774081,32.090089,POINT (34.774081 32.090089),25,בן יהודה,BEN-YEHUDA
34.794638,32.045283,POINT (34.794638 32.045283),3689,מלקוש,MALKOSH
34.764473,32.045377,POINT (34.764473 32.045377),3245,אור החיים,OR HAHAYIM
34.784464,32.078202,POINT (34.784464 32.078202),462,צייטלין,ZEITLIN
34.776251,32.068558,POINT (34.776251 32.068558),14,"מזא""ה",MAZEH
34.76383,32.057795,POINT (34.76383 32.057795),3358,אולשן יצחק,OLSHAN YITZHAK
34.749109,32.044413,POINT (34.749109 32.044413),0,0,UKNOWN
34.804554,32.053775,POINT (34.804554 32.053775),4082,מנחם מדמון,MENAHEM MADMON
34.776402,32.105865,POINT (34.776402 32.105865),496,אבן גבירול,IBN GVIROL
34.833681,32.121553,POINT (34.833681 32.121553),842,"צה""ל",TSAHAL
34.781206,32.086405,POINT (34.781206 32.086405),266,עמנואל הרומי,EMANUEL HAROMI
34.758781,32.057446,POINT (34.758781 32.057446),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.808828,32.055982,POINT (34.808828 32.055982),635,לה גוארדיה,LA-GUARDIA
34.791557,32.075907,POINT (34.791557 32.075907),54,בגין מנחם,BEGIN MENAHEM
34.804106,32.04501,POINT (34.804106 32.04501),4186,בירנית,BIRANITH
34.825531,32.118957,POINT (34.825531 32.118957),831,בנימין מטודלה,BINYAMIN MITODELO
34.799711,32.113081,POINT (34.799711 32.113081),2024,בארט אהרון,BARTH
34.779929,32.078578,POINT (34.779929 32.078578),496,אבן גבירול,IBN GVIROL
34.801525,32.069981,POINT (34.801525 32.069981),700,נחלת יצחק,NAHALT YITZHAK
34.796069,32.080127,POINT (34.796069 32.080127),644,אלון יגאל,YIG'AL ALLON
34.841041,32.120002,POINT (34.841041 32.120002),2073,פילדלפיה,PHILADELPHIA
34.770747,32.060826,POINT (34.770747 32.060826),364,הר סיני,HAR SINAI
34.82579,32.106843,POINT (34.82579 32.106843),2130,שיטרית בכור,SHITREET
34.830771,32.109731,POINT (34.830771 32.109731),807,משמר הירדן,MISHMAR HAYARDEN
34.827534,32.112127,POINT (34.827534 32.112127),831,בנימין מטודלה,BINYAMIN MITODELO
34.79738,32.048169,POINT (34.79738 32.048169),3689,מלקוש,MALKOSH
34.789544,32.05827,POINT (34.789544 32.05827),537,המעפילים,HAMA'APILIM
34.801821,32.045843,POINT (34.801821 32.045843),4150,בושם,BOSEM
34.793024,32.069817,POINT (34.793024 32.069817),54,בגין מנחם,BEGIN MENAHEM
34.825291,32.121246,POINT (34.825291 32.121246),2003,"יוגב כרמי ד""ר",YOGEV KARMI DR.
34.801164,32.098181,POINT (34.801164 32.098181),1250,קוסובסקי,KOSOVSKY
34.788281,32.058592,POINT (34.788281 32.058592),537,המעפילים,HAMA'APILIM
34.78521,32.098728,POINT (34.78521 32.098728),2117,גלילי ישראל,GALILI
34.791562,32.104121,POINT (34.791562 32.104121),800,נמיר מרדכי,NAMIR
34.816657,32.123433,POINT (34.816657 32.123433),852,מסקין אהרון,MESKIN
34.769801,32.085326,POINT (34.769801 32.085326),1241,פרי אליעזר,ELIEZER PERI
34.796129,32.052368,POINT (34.796129 32.052368),647,לוחמי גליפולי,LOHAME GALLIPOLI
34.781387,32.045986,POINT (34.781387 32.045986),3590,כוכבי יצחק,KOCHVEY YITZCHK
34.7758,32.100457,POINT (34.7758 32.100457),203,התערוכה,HATARUCHA
34.769566,32.056453,POINT (34.769566 32.056453),3374,אברבנאל,ABARVANEL
34.801168,32.118777,POINT (34.801168 32.118777),2084,גייגר,GEIGER
34.772448,32.064579,POINT (34.772448 32.064579),364,הר סיני,HAR SINAI
34.794293,32.116552,POINT (34.794293 32.116552),2147,הסבוראים,HA-SAVORAIM
34.797448,32.072523,POINT (34.797448 32.072523),709,עין זיתים,EYN ZEYTIM
34.772909,32.080476,POINT (34.772909 32.080476),506,הוז דב,HOS DOV
34.827947,32.127357,POINT (34.827947 32.127357),2001,ענתות,ANATOT
34.809247,32.055814,POINT (34.809247 32.055814),4155,4155,4155
34.775852,32.073822,POINT (34.775852 32.073822),406,המלך ג'ורג',HA-MELEKH GEORGE
34.819463,32.106618,POINT (34.819463 32.106618),2165,קיציס יוסף,KIZIS
34.760631,32.057051,POINT (34.760631 32.057051),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.776797,32.102111,POINT (34.776797 32.102111),203,התערוכה,HATARUCHA
34.751507,32.041721,POINT (34.751507 32.041721),0,0,UKNOWN
34.808448,32.057681,POINT (34.808448 32.057681),635,לה גוארדיה,LA-GUARDIA
34.793953,32.068116,POINT (34.793953 32.068116),54,בגין מנחם,BEGIN MENAHEM
34.769207,32.074553,POINT (34.769207 32.074553),88,פינסקר,PINSKER
34.779195,32.066713,POINT (34.779195 32.066713),1102,צקלג,TSIKLAG
34.78139,32.062367,POINT (34.78139 32.062367),54,בגין מנחם,BEGIN MENAHEM
34.78046,32.065955,POINT (34.78046 32.065955),1102,צקלג,TSIKLAG
34.775295,32.077788,POINT (34.775295 32.077788),85,בר כוכבא,BAR KOCHVA
34.833352,32.125818,POINT (34.833352 32.125818),978,עיר שמש,IR SHEMESH
34.770898,32.055699,POINT (34.770898 32.055699),3374,אברבנאל,ABARVANEL
34.794853,32.108197,POINT (34.794853 32.108197),984,רדינג,READING
34.759449,32.055447,POINT (34.759449 32.055447),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.764847,32.062125,POINT (34.764847 32.062125),453,"איל""ן",ILAN
34.76017,32.050872,POINT (34.76017 32.050872),3245,אור החיים,OR HAHAYIM
34.76964,32.049489,POINT (34.76964 32.049489),2,הרצל,HERZL
34.831443,32.119165,POINT (34.831443 32.119165),875,רביבים,REVIVIM
34.822692,32.11211,POINT (34.822692 32.11211),806,מבצע קדש,MIVZA KADESH
34.752681,32.053086,POINT (34.752681 32.053086),0,0,UKNOWN
34.795368,32.103791,POINT (34.795368 32.103791),941,לבנון חיים,LEBANON HAYIM
34.774673,32.049739,POINT (34.774673 32.049739),3786,התנופה,HATNUPHA
34.816154,32.109398,POINT (34.816154 32.109398),975,975,975
34.777081,32.102295,POINT (34.777081 32.102295),496,אבן גבירול,IBN GVIROL
34.798487,32.125931,POINT (34.798487 32.125931),2141,בן יוסף שלמה,BEN YOSEF
34.782345,32.055545,POINT (34.782345 32.055545),375,יון מצולה,YEVEN METSULA
34.764143,32.04033,POINT (34.764143 32.04033),3710,קורקידי,QURQIDI
34.79266,32.050227,POINT (34.79266 32.050227),4038,פלטיאל,PALTIEL
34.831742,32.127918,POINT (34.831742 32.127918),2002,אבוקה,AVUQA
34.750046,32.040822,POINT (34.750046 32.040822),0,0,UKNOWN
34.769995,32.068357,POINT (34.769995 32.068357),14,"מזא""ה",MAZEH
34.791488,32.046495,POINT (34.791488 32.046495),4827,4827,4827
34.76261,32.060333,POINT (34.76261 32.060333),3358,אולשן יצחק,OLSHAN YITZHAK
34.751195,32.054267,POINT (34.751195 32.054267),0,0,UKNOWN
34.777518,32.064626,POINT (34.777518 32.064626),8,רוטשילד,ROTHSHILD
34.815385,32.113791,POINT (34.815385 32.113791),806,מבצע קדש,MIVZA KADESH
34.763341,32.063864,POINT (34.763341 32.063864),453,"איל""ן",ILAN
34.800523,32.112581,POINT (34.800523 32.112581),2025,הופיין,HOOFIEN
34.837516,32.110157,POINT (34.837516 32.110157),803,ולנברג ראול,VALENBERG
34.750473,32.041799,POINT (34.750473 32.041799),0,0,UKNOWN
34.756186,32.05282,POINT (34.756186 32.05282),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.779669,32.099115,POINT (34.779669 32.099115),496,אבן גבירול,IBN GVIROL
34.81362,32.047657,POINT (34.81362 32.047657),4195,ליבנה אליעזר,LIVNEH
34.812991,32.111304,POINT (34.812991 32.111304),804,רפידים,REFIDIM
34.7618,32.040807,POINT (34.7618 32.040807),3710,קורקידי,QURQIDI
34.787883,32.070032,POINT (34.787883 32.070032),54,בגין מנחם,BEGIN MENAHEM
34.795015,32.111602,POINT (34.795015 32.111602),2022,טאגור רבינדרנת,TAGORE
34.77671,32.054537,POINT (34.77671 32.054537),400,הר ציון,HAR TSIYON
34.822241,32.114427,POINT (34.822241 32.114427),823,קהילת ריגא,KEHILAT RIGA
34.798768,32.090744,POINT (34.798768 32.090744),451,הרב גורן שלמה,RABBI SHLOMO GOREN
34.793239,32.077962,POINT (34.793239 32.077962),54,בגין מנחם,BEGIN MENAHEM
34.772582,32.085048,POINT (34.772582 32.085048),204,בן גוריון,BEN GURION
34.791177,32.058511,POINT (34.791177 32.058511),644,אלון יגאל,YIG'AL ALLON
34.823297,32.109801,POINT (34.823297 32.109801),827,קהילת יאסי,KEHILAT YASSI
34.787212,32.095539,POINT (34.787212 32.095539),500,ברנדיס,BRANDEIS
34.76258,32.0503,POINT (34.76258 32.0503),3245,אור החיים,OR HAHAYIM
34.781303,32.091685,POINT (34.781303 32.091685),197,נורדאו,NORDAU
34.77609,32.069616,POINT (34.77609 32.069616),8,רוטשילד,ROTHSHILD
34.784899,32.083395,POINT (34.784899 32.083395),546,סוטין,SOUTINE
34.798156,32.066319,POINT (34.798156 32.066319),1115,1115,1115
34.794568,32.123249,POINT (34.794568 32.123249),2252,תמיר שמואל,TAMIR SHMUEL
34.7556,32.043711,POINT (34.7556 32.043711),3245,אור החיים,OR HAHAYIM
34.75711,32.048721,POINT (34.75711 32.048721),3245,אור החיים,OR HAHAYIM
34.766158,32.06191,POINT (34.766158 32.06191),453,"איל""ן",ILAN
34.819083,32.115387,POINT (34.819083 32.115387),859,קהילת קייב,KEHILAT KIEV
34.773149,32.077384,POINT (34.773149 32.077384),318,אהרונוביץ,AHARONOVITCH
34.792583,32.091175,POINT (34.792583 32.091175),478,פנקס דוד צבי,PINKAS
34.84145,32.121117,POINT (34.84145 32.121117),2073,פילדלפיה,PHILADELPHIA
34.792607,32.064013,POINT (34.792607 32.064013),637,יד לבנים,YAD LABANIM
34.773904,32.065232,POINT (34.773904 32.065232),8,רוטשילד,ROTHSHILD
34.820151,32.129783,POINT (34.820151 32.129783),2003,"יוגב כרמי ד""ר",YOGEV KARMI DR.
34.762544,32.041806,POINT (34.762544 32.041806),3710,קורקידי,QURQIDI
34.767177,32.069184,POINT (34.767177 32.069184),453,"איל""ן",ILAN
34.77303,32.08743,POINT (34.77303 32.08743),193,ארלוזורוב,ARLOZOROV
34.834886,32.119061,POINT (34.834886 32.119061),807,משמר הירדן,MISHMAR HAYARDEN
34.790453,32.072668,POINT (34.790453 32.072668),54,בגין מנחם,BEGIN MENAHEM
34.80058,32.094236,POINT (34.80058 32.094236),1224,עוזיאל,USIEL
34.831149,32.121252,POINT (34.831149 32.121252),887,בת יפתח,BAT YIFTACH
34.790617,32.062776,POINT (34.790617 32.062776),637,יד לבנים,YAD LABANIM
34.772351,32.082693,POINT (34.772351 32.082693),297,נתן החכם,NATHAN HEHAKHAM
34.793581,32.05478,POINT (34.793581 32.05478),647,לוחמי גליפולי,LOHAME GALLIPOLI
34.836075,32.118984,POINT (34.836075 32.118984),907,פרלשטיין פסיה ויעקב,PERLSTEIN YAACOB & PESSIA
34.777824,32.074363,POINT (34.777824 32.074363),347,שפירא צבי הרמן,SHAPIRA HERMAN
34.759759,32.055189,POINT (34.759759 32.055189),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.807989,32.121211,POINT (34.807989 32.121211),951,הנוטר,HANOTER
34.830995,32.121313,POINT (34.830995 32.121313),883,המצביאים,HAMATSBI'IM
34.79624,32.109712,POINT (34.79624 32.109712),997,נח מרדכי עמנואל,NO'AH
34.820977,32.11957,POINT (34.820977 32.11957),2173,אנכי,ANOKHY
34.801584,32.070113,POINT (34.801584 32.070113),700,נחלת יצחק,NAHALT YITZHAK
34.777947,32.098859,POINT (34.777947 32.098859),203,התערוכה,HATARUCHA
34.820804,32.114869,POINT (34.820804 32.114869),982,קהילת קובנה,QEHILAT KOVNA
34.797507,32.071673,POINT (34.797507 32.071673),709,עין זיתים,EYN ZEYTIM
34.770491,32.043381,POINT (34.770491 32.043381),3000,בן צבי,BEN ZVI
34.792556,32.092275,POINT (34.792556 32.092275),552,רב צעיר,RAV TSAIR
34.782734,32.089576,POINT (34.782734 32.089576),496,אבן גבירול,IBN GVIROL
34.762825,32.045929,POINT (34.762825 32.045929),3245,אור החיים,OR HAHAYIM
34.829833,32.11178,POINT (34.829833 32.11178),838,אשכנזי ישראל,ASHKENAZI ISRAEL
34.786563,32.057163,POINT (34.786563 32.057163),625,החותרים,HACHOTRIM
34.827693,32.127101,POINT (34.827693 32.127101),2001,ענתות,ANATOT
34.8239,32.117745,POINT (34.8239 32.117745),805,שלונסקי אברהם,SHLONSKY
34.800543,32.111227,POINT (34.800543 32.111227),990,צמחי היהודים,TSIMHEY HAYEHUDIM
34.764836,32.069132,POINT (34.764836 32.069132),453,"איל""ן",ILAN
34.832271,32.119746,POINT (34.832271 32.119746),878,אמירים,AMIRIM
34.797744,32.088933,POINT (34.797744 32.088933),800,נמיר מרדכי,NAMIR
34.804916,32.050055,POINT (34.804916 32.050055),4082,מנחם מדמון,MENAHEM MADMON
34.793095,32.043655,POINT (34.793095 32.043655),4183,בדולח,BEDOLAH
34.788305,32.048935,POINT (34.788305 32.048935),4017,התקוה,HATIKVA
34.763869,32.049301,POINT (34.763869 32.049301),3245,אור החיים,OR HAHAYIM
34.788728,32.057699,POINT (34.788728 32.057699),537,המעפילים,HAMA'APILIM
34.752922,32.047615,POINT (34.752922 32.047615),0,0,UKNOWN
